Position,GC,MluCI,NlaIII
1014600,34.5,7,1
1015000,42.75,2,0
1015400,43.0,5,0
1015800,44.25,5,0
1016200,39.25,1,1
1016600,44.0,2,3
1017000,44.25,2,1
1017400,44.0,2,4
1017800,42.0,2,2
1018200,42.5,3,5
1018600,42.75,5,1
1019000,42.25,5,3
1019400,43.25,2,2
1019800,39.25,0,0
1020200,38.75,2,0
1020600,33.0,5,1
1021000,44.5,4,2
1021400,39.25,1,1
1021800,45.5,2,5
1022200,44.0,1,1
1022600,44.75,1,2
1023000,40.75,3,3
1023400,37.0,1,1
1023800,41.0,2,2
1024200,34.5,1,3
1024600,37.75,5,2
1025000,37.0,4,3
1025400,34.25,2,0
1025800,45.5,2,4
1026200,39.75,1,3
1026600,40.25,5,2
1027000,36.75,1,0
1027400,33.75,4,0
1027800,40.5,2,0
1028200,38.75,4,2
1028600,42.75,3,0
1029000,33.75,4,0
1029400,34.0,8,0
1029800,39.25,3,0
1030200,38.75,3,0
1030600,40.75,3,0
1031000,44.75,3,1
1031400,35.25,6,1
1031800,40.25,4,4
1032200,37.5,4,3
1032600,34.75,8,1
1033000,36.75,3,2
1033400,30.75,2,0
1033800,33.5,5,2
1034200,33.25,5,1
1034600,35.0,4,1
1035000,35.75,9,1
1035400,37.75,4,2
1035800,38.75,2,1
1036200,35.25,6,0
1036600,33.75,4,1
1037000,36.5,6,0
1037400,36.0,1,3
1037800,38.5,3,1
1038200,34.75,3,0
1038600,32.5,6,1
1039000,27.5,7,0
1039400,41.0,3,2
1039800,40.75,7,0
1040200,41.25,0,2
1040600,43.5,4,1
1041000,42.0,0,1
1041400,42.25,3,1
1041800,38.0,1,1
1042200,36.75,3,0
1042600,29.0,1,0
1043000,37.5,1,1
1043400,35.25,3,1
1043800,41.0,1,4
1044200,48.75,2,3
1044600,37.75,2,1
1045000,38.5,1,1
1045400,47.75,0,6
1045800,48.5,1,2
1046200,45.25,3,2
1046600,48.5,1,1
1047000,46.0,2,2
1047400,46.5,2,6
1047800,45.25,1,1
1048200,47.5,0,1
1048600,41.0,4,3
1049000,46.5,3,3
1049400,44.5,3,2
1049800,37.25,5,1
1050200,45.25,0,2
1050600,39.75,4,2
1051000,41.5,3,1
1051400,44.75,3,4
1051800,45.25,1,3
1052200,42.5,3,2
1052600,43.25,1,2
1053000,41.5,3,4
1053400,35.5,5,0
1053800,35.5,3,0
1054200,30.25,7,0
1054600,35.25,5,1
1055000,33.25,1,1
1055400,31.75,5,1
1055800,36.75,1,0
1056200,31.5,4,0
1056600,32.25,3,0
1057000,42.5,0,2
1057400,43.0,0,3
1057800,45.25,3,4
1058200,45.75,2,1
1058600,45.75,4,0
1059000,43.25,1,3
1059400,43.25,1,2
1059800,40.5,0,2
1060200,43.25,2,1
1060600,40.75,1,1
1061000,40.5,4,2
1061400,38.5,2,0
1061800,42.25,3,1
1062200,43.0,1,1
1062600,39.5,4,0
1063000,40.0,1,0
1063400,30.5,7,0
1063800,41.25,1,2
1064200,41.25,2,1
1064600,37.0,7,1
1065000,43.5,2,3
1065400,41.5,2,5
1065800,38.0,2,0
1066200,34.5,3,0
1066600,32.5,6,0
1067000,35.25,3,1
1067400,48.5,0,0
1067800,38.25,2,1
1068200,46.25,1,1
1068600,44.25,1,0
1069000,36.75,2,2
1069400,44.25,1,0
1069800,44.75,1,2
1070200,45.25,2,2
1070600,43.25,1,2
1071000,32.0,3,2
1071400,34.5,2,2
1071800,44.25,2,2
1072200,44.0,0,1
1072600,41.5,3,1
1073000,40.25,3,2
1073400,44.75,5,1
1073800,44.25,3,1
1074200,51.0,3,3
1074600,49.5,0,5
1075000,43.75,1,0
1075400,39.75,2,1
1075800,48.0,4,5
1076200,36.75,4,1
1076600,37.5,4,3
1077000,37.75,5,0
1077400,42.5,1,2
1077800,45.75,3,1
1078200,43.5,2,4
1078600,38.25,3,4
1079000,39.25,9,0
1079400,46.25,1,0
1079800,46.0,0,1
1080200,48.0,2,2
1080600,42.5,3,1
1081000,42.5,2,3
1081400,39.5,4,3
1081800,47.25,3,0
1082200,47.0,2,2
1082600,45.5,2,0
1083000,46.75,2,3
1083400,44.5,4,1
1083800,47.25,1,1
1084200,47.0,0,2
1084600,48.25,0,3
1085000,45.5,1,0
1085400,45.25,3,2
1085800,43.0,3,1
1086200,42.25,3,0
1086600,44.5,5,1
1087000,37.75,3,1
1087400,49.5,2,3
1087800,44.75,1,0
1088200,44.0,3,0
1088600,34.5,2,2
1089000,36.75,4,1
1089400,39.75,3,1
1089800,47.25,1,0
1090200,45.5,5,3
1090600,44.75,0,6
1091000,43.5,4,1
1091400,42.5,2,4
1091800,37.75,3,0
1092200,41.5,2,0
1092600,43.75,6,3
1093000,49.5,2,5
1093400,39.0,2,1
1093800,40.5,6,0
1094200,44.75,0,1
1094600,44.0,1,3
1095000,43.5,2,0
1095400,47.5,3,4
1095800,38.5,3,4
1096200,44.25,0,2
1096600,42.75,4,1
1097000,35.25,3,2
1097400,38.5,1,1
1097800,41.5,4,0
1098200,46.25,1,2
1098600,43.0,2,2
1099000,45.75,3,0
1099400,42.0,4,1
1099800,44.0,2,2
1100200,35.25,3,2
1100600,38.5,3,2
1101000,40.75,2,1
1101400,44.5,2,0
1101800,39.25,0,0
1102200,44.75,2,1
1102600,42.5,1,1
1103000,35.5,3,1
1103400,32.75,5,2
1103800,43.75,2,1
1104200,46.75,3,3
1104600,47.0,1,4
1105000,46.25,4,1
1105400,44.25,4,0
1105800,45.0,2,0
1106200,45.5,1,4
1106600,48.5,3,4
1107000,45.5,2,1
1107400,33.25,5,0
1107800,30.5,11,3
1108200,29.5,7,0
1108600,37.0,2,1
1109000,33.25,5,0
1109400,34.75,7,2
1109800,30.25,5,2
1110200,30.0,5,1
1110600,30.25,6,1
1111000,34.25,6,0
1111400,30.25,6,3
1111800,40.25,2,0
1112200,42.0,3,0
1112600,40.0,0,3
1113000,39.75,4,1
1113400,35.75,2,0
1113800,39.0,1,0
1114200,39.5,1,2
1114600,33.75,6,0
1115000,31.0,3,1
1115400,46.0,2,3
1115800,46.5,1,2
1116200,51.25,0,0
1116600,39.25,4,1
1117000,35.0,6,0
1117400,38.75,5,4
1117800,41.75,1,3
1118200,41.25,1,2
1118600,36.75,0,2
1119000,37.75,3,3
1119400,37.0,4,1
1119800,38.5,2,1
1120200,34.25,5,2
1120600,38.25,3,2
1121000,33.5,6,1
1121400,40.25,3,0
1121800,31.75,3,0
1122200,30.75,8,1
1122600,35.5,6,1
1123000,31.25,6,4
1123400,29.5,4,1
1123800,30.5,5,1
1124200,30.5,5,0
1124600,30.5,5,1
1125000,23.0,13,2
1125400,34.75,2,0
1125800,31.25,6,2
1126200,31.0,6,0
1126600,35.5,1,1
1127000,37.0,4,2
1127400,35.5,4,2
1127800,35.75,2,0
1128200,40.5,1,0
1128600,46.0,3,2
1129000,32.5,6,1
1129400,34.25,5,3
1129800,31.0,9,3
1130200,32.25,9,0
1130600,32.5,7,1
1131000,28.5,12,0
1131400,48.0,2,2
1131800,43.5,4,3
1132200,50.25,2,4
1132600,50.5,1,3
1133000,43.75,3,3
1133400,45.5,3,1
1133800,46.5,2,0
1134200,45.5,2,0
1134600,44.75,2,0
1135000,45.5,3,3
1135400,43.0,4,3
1135800,44.5,0,5
1136200,45.25,2,3
1136600,47.25,1,1
1137000,42.5,4,2
1137400,40.25,5,1
1137800,42.25,1,0
1138200,41.0,1,0
1138600,33.5,5,3
1139000,32.75,9,1
1139400,30.25,9,0
1139800,25.5,9,0
1140200,24.75,8,0
1140600,36.25,6,1
1141000,38.5,3,2
1141400,31.75,2,0
1141800,32.75,9,2
1142200,34.75,5,1
1142600,31.5,8,0
1143000,31.75,4,1
1143400,35.75,5,0
1143800,30.5,9,1
1144200,34.25,6,0
1144600,32.75,9,0
1145000,33.5,8,2
1145400,31.25,8,3
1145800,32.5,6,2
1146200,37.75,5,3
1146600,36.5,8,0
1147000,36.0,3,1
1147400,34.5,6,1
1147800,32.25,6,1
1148200,29.5,10,0
1148600,25.25,7,1
1149000,25.75,9,1
1149400,28.25,4,1
1149800,29.5,5,0
1150200,27.0,10,0
1150600,32.25,4,1
1151000,35.25,4,1
1151400,33.75,4,0
1151800,28.75,6,0
1152200,28.75,1,4
1152600,29.25,8,0
1153000,45.0,4,4
1153400,43.5,2,2
1153800,44.5,3,3
1154200,47.5,1,1
1154600,41.5,1,3
1155000,47.75,0,3
1155400,44.25,1,3
1155800,45.5,1,1
1156200,40.5,1,2
1156600,44.5,0,1
1157000,45.0,0,2
1157400,44.25,0,0
1157800,46.75,1,5
1158200,43.0,1,1
1158600,44.5,0,1
1159000,39.75,4,0
1159400,32.5,5,5
1159800,46.25,3,2
1160200,46.5,2,2
1160600,38.75,1,0
1161000,31.0,3,0
1161400,37.75,6,1
1161800,41.75,3,2
1162200,46.25,1,2
1162600,44.0,0,2
1163000,46.5,2,2
1163400,43.75,0,2
1163800,34.75,5,0
1164200,32.25,6,0
1164600,32.75,9,0
1165000,37.25,3,1
1165400,43.25,3,2
1165800,46.25,0,1
1166200,48.5,2,2
1166600,42.25,3,0
1167000,45.0,2,2
1167400,43.75,3,3
1167800,44.0,1,0
1168200,39.0,4,0
1168600,44.5,1,0
1169000,47.75,0,1
1169400,39.25,3,1
1169800,49.5,2,3
1170200,42.0,2,1
1170600,39.5,5,0
1171000,31.0,5,1
1171400,42.25,1,0
1171800,39.0,3,1
1172200,43.5,1,1
1172600,35.0,4,1
1173000,44.5,1,2
1173400,40.25,2,0
1173800,35.75,3,2
1174200,43.75,2,1
1174600,40.75,5,2
1175000,48.5,5,2
1175400,42.5,5,3
1175800,43.5,2,2
1176200,39.5,3,2
1176600,42.5,2,1
1177000,40.75,4,1
1177400,33.25,4,1
1177800,35.25,5,2
1178200,41.25,3,2
1178600,46.75,0,0
1179000,47.75,2,4
1179400,37.0,2,3
1179800,35.5,5,2
1180200,41.75,1,1
1180600,34.0,2,3
1181000,38.5,3,3
1181400,46.0,1,2
1181800,47.25,0,2
1182200,42.75,2,0
1182600,44.5,1,0
1183000,42.25,3,1
1183400,46.75,1,3
1183800,40.0,1,1
1184200,42.5,5,0
1184600,42.5,1,1
1185000,40.5,2,3
1185400,46.25,1,1
1185800,44.75,2,1
1186200,47.25,3,0
1186600,43.5,1,3
1187000,44.5,2,4
1187400,44.5,2,0
1187800,43.0,4,2
1188200,45.75,0,3
1188600,47.75,1,3
1189000,45.5,2,3
1189400,43.5,3,3
1189800,40.0,5,2
1190200,49.25,1,2
1190600,44.5,2,2
1191000,38.25,2,0
1191400,38.0,2,0
1191800,44.75,1,3
1192200,42.75,3,2
1192600,42.5,2,3
1193000,40.0,2,1
1193400,45.75,3,3
1193800,43.75,2,4
1194200,44.0,4,1
1194600,45.5,3,0
1195000,37.25,5,0
1195400,40.25,2,0
1195800,42.0,3,1
1196200,35.5,5,0
1196600,39.25,2,0
1197000,39.25,2,2
1197400,35.25,1,1
1197800,43.5,4,1
1198200,43.5,2,0
1198600,40.25,3,0
1199000,40.5,1,2
1199400,40.5,7,2
1199800,40.75,3,2
1200200,41.0,4,2
1200600,43.0,0,1
1201000,42.5,4,1
1201400,40.5,2,2
1201800,42.0,0,4
1202200,36.5,3,2
1202600,44.0,2,3
1203000,39.0,2,0
1203400,35.5,7,2
1203800,35.5,4,2
1204200,36.75,2,2
1204600,41.0,3,0
1205000,40.25,1,0
1205400,38.5,2,0
1205800,31.25,8,1
1206200,37.75,4,1
1206600,42.25,2,4
1207000,37.0,5,0
1207400,34.0,4,1
1207800,35.5,3,0
1208200,39.5,4,1
1208600,38.0,3,2
1209000,36.0,2,2
1209400,37.25,3,1
1209800,43.75,1,3
1210200,40.25,2,4
1210600,43.75,5,1
1211000,42.0,5,3
1211400,44.75,0,4
1211800,44.5,3,4
1212200,39.75,3,0
1212600,36.75,3,1
1213000,39.75,7,2
1213400,39.5,1,2
1213800,36.75,3,2
1214200,36.5,2,1
1214600,36.25,0,3
1215000,34.75,3,1
1215400,37.0,5,2
1215800,36.0,4,0
1216200,37.5,5,1
1216600,31.5,6,0
1217000,48.25,3,1
1217400,53.75,0,1
1217800,50.0,0,1
1218200,53.5,2,1
1218600,44.5,3,2
1219000,56.25,0,0
1219400,50.25,3,2
1219800,46.75,2,0
1220200,49.0,2,0
1220600,50.25,3,3
1221000,48.25,0,0
1221400,45.5,1,0
1221800,54.0,0,2
1222200,53.0,2,2
1222600,50.5,1,1
1223000,53.0,0,2
1223400,37.0,0,0
1223800,38.25,1,0
1224200,39.25,4,0
1224600,37.5,9,1
1225000,35.25,4,1
1225400,35.0,2,0
1225800,35.75,4,2
1226200,37.0,3,2
1226600,23.5,2,0
1227000,27.75,9,1
1227400,27.5,8,1
1227800,31.25,3,0
1228200,27.0,8,2
1228600,29.25,5,1
1229000,40.75,3,0
1229400,42.25,5,2
1229800,39.75,2,2
1230200,46.0,4,0
1230600,43.25,2,2
1231000,44.25,1,0
1231400,43.25,2,1
1231800,39.0,5,0
1232200,37.5,3,1
1232600,46.0,2,2
1233000,46.0,2,1
1233400,44.75,5,1
1233800,40.25,3,1
1234200,42.0,1,2
1234600,41.25,1,2
1235000,37.0,1,0
1235400,40.25,1,0
1235800,40.25,2,2
1236200,43.25,5,2
1236600,43.25,2,3
1237000,39.25,6,0
1237400,44.5,2,2
1237800,43.5,2,2
1238200,43.25,3,7
1238600,41.5,4,0
1239000,39.75,5,1
1239400,39.5,5,0
1239800,42.75,4,1
1240200,39.5,3,1
1240600,32.75,2,0
1241000,35.25,5,1
1241400,42.5,2,0
1241800,44.5,1,0
1242200,41.25,3,1
1242600,40.5,3,0
1243000,38.25,2,1
1243400,39.0,1,1
1243800,43.75,3,1
1244200,34.5,1,0
1244600,33.0,4,3
1245000,21.75,13,0
1245400,30.25,7,0
1245800,27.5,5,2
1246200,34.0,6,1
1246600,31.0,4,0
1247000,31.5,6,0
1247400,34.5,7,1
1247800,31.5,5,1
1248200,31.75,2,1
1248600,35.0,4,0
1249000,34.0,6,2
1249400,29.25,8,1
1249800,37.0,1,0
1250200,32.75,5,1
1250600,24.5,10,1
1251000,25.0,9,0
1251400,28.25,6,1
1251800,27.0,4,0
1252200,29.25,6,0
1252600,30.0,6,1
1253000,32.0,6,2
1253400,32.0,5,2
1253800,34.25,1,1
1254200,35.5,1,0
1254600,34.0,8,1
1255000,35.0,4,1
1255400,33.5,2,1
1255800,33.5,4,1
1256200,31.0,2,1
1256600,33.75,7,1
1257000,35.0,2,1
1257400,31.0,6,0
1257800,34.25,3,3
1258200,27.5,5,0
1258600,46.5,1,2
1259000,46.5,1,3
1259400,37.0,4,0
1259800,36.0,1,1
1260200,42.25,1,0
1260600,40.5,2,0
1261000,41.75,1,2
1261400,31.25,5,0
1261800,38.75,7,0
1262200,49.25,3,4
1262600,41.0,4,2
1263000,43.75,5,1
1263400,47.0,4,1
1263800,39.5,3,1
1264200,38.5,0,1
1264600,40.5,2,2
1265000,39.75,2,1
1265400,40.75,5,0
1265800,37.0,3,0
1266200,35.0,2,0
1266600,36.0,4,1
1267000,34.25,4,0
1267400,31.0,4,0
1267800,27.0,11,0
1268200,29.0,9,1
1268600,34.75,4,1
1269000,41.0,3,3
1269400,41.5,2,2
1269800,37.25,1,0
1270200,39.0,1,2
1270600,46.0,2,1
1271000,39.0,1,1
1271400,44.0,2,1
1271800,38.75,1,0
1272200,35.5,5,2
1272600,28.0,7,1
1273000,37.25,5,0
1273400,35.25,6,0
1273800,35.0,4,0
1274200,38.0,6,1
1274600,34.5,3,3
1275000,34.75,4,2
1275400,40.25,4,1
1275800,37.5,0,2
1276200,39.75,3,3
1276600,38.75,1,3
1277000,40.25,2,0
1277400,40.5,2,2
1277800,44.0,0,1
1278200,39.5,1,1
1278600,41.75,1,1
1279000,43.75,1,2
1279400,42.75,2,2
1279800,36.0,2,3
1280200,46.0,0,2
1280600,41.25,0,2
1281000,40.5,1,1
1281400,41.75,3,1
1281800,42.0,2,2
1282200,38.25,1,2
1282600,40.25,0,0
1283000,30.25,5,1
1283400,38.25,5,3
1283800,33.75,5,0
1284200,37.0,4,1
1284600,40.25,0,1
1285000,34.5,3,1
1285400,33.5,4,1
1285800,34.75,2,2
1286200,37.75,3,2
1286600,34.5,4,1
1287000,34.5,5,1
1287400,38.25,4,1
1287800,40.0,2,2
1288200,38.5,5,1
1288600,34.5,5,2
1289000,35.75,3,2
1289400,42.75,1,1
1289800,33.25,4,0
1290200,28.5,6,0
1290600,42.25,2,2
1291000,34.75,6,2
1291400,33.0,3,1
1291800,35.75,1,2
1292200,38.5,5,1
1292600,39.5,1,2
1293000,39.5,3,2
1293400,37.75,1,2
1293800,34.5,2,0
1294200,38.25,2,3
1294600,30.75,6,2
1295000,32.0,6,0
1295400,36.75,4,2
1295800,39.0,4,1
1296200,43.5,1,0
1296600,40.75,2,1
1297000,39.75,3,0
1297400,36.75,3,2
1297800,44.25,3,0
1298200,27.75,10,2
1298600,34.0,5,0
1299000,39.0,4,5
1299400,40.25,1,1
1299800,46.5,1,3
1300200,48.0,0,0
1300600,47.0,2,1
1301000,46.75,3,1
1301400,44.75,1,2
1301800,50.25,0,3
1302200,45.5,0,2
1302600,44.5,2,1
1303000,42.0,3,1
1303400,45.75,2,1
1303800,46.75,1,5
1304200,44.5,1,1
1304600,45.75,1,2
1305000,44.25,1,4
1305400,46.75,3,1
1305800,44.5,1,0
1306200,44.0,2,0
1306600,38.75,5,2
1307000,33.75,2,0
1307400,38.75,4,1
1307800,39.25,4,0
1308200,41.5,5,0
1308600,41.75,3,1
1309000,34.75,3,0
1309400,45.75,0,1
1309800,40.25,3,0
1310200,46.5,1,3
1310600,44.5,3,4
1311000,49.5,0,3
1311400,40.0,1,0
1311800,39.5,2,0
1312200,40.75,4,1
1312600,39.75,3,2
1313000,40.25,1,1
1313400,44.75,3,1
1313800,43.25,2,2
1314200,44.75,5,0
1314600,43.5,1,1
1315000,35.75,2,1
1315400,44.75,1,2
1315800,40.0,3,3
1316200,42.25,4,0
1316600,38.0,4,1
1317000,45.0,0,1
1317400,44.0,0,4
1317800,40.25,2,3
1318200,43.75,0,1
1318600,40.0,2,1
1319000,46.5,4,2
1319400,45.75,1,1
1319800,42.5,2,0
1320200,44.25,1,0
1320600,43.0,2,0
1321000,30.5,2,0
1321400,47.0,1,3
1321800,45.5,4,3
1322200,44.0,0,2
1322600,46.25,5,1
1323000,48.0,1,0
1323400,42.25,4,0
1323800,47.0,1,0
1324200,45.75,1,4
1324600,43.0,4,2
1325000,45.75,0,0
1325400,47.0,5,1
1325800,48.0,0,3
1326200,41.25,8,1
1326600,38.25,1,1
1327000,39.0,2,3
1327400,39.75,3,1
1327800,41.25,0,2
1328200,44.75,0,0
1328600,45.5,1,0
1329000,44.75,0,0
1329400,42.25,0,0
1329800,33.25,3,0
1330200,29.75,4,0
1330600,38.75,6,1
1331000,47.25,3,5
1331400,45.0,2,1
1331800,46.5,1,1
1332200,39.5,3,1
1332600,42.75,2,1
1333000,43.5,1,0
1333400,33.25,3,0
1333800,40.25,1,0
1334200,46.25,2,2
1334600,46.5,1,3
1335000,40.5,3,6
1335400,35.5,3,3
1335800,38.0,2,2
1336200,43.5,2,1
1336600,44.25,1,1
1337000,45.25,3,2
1337400,43.25,3,2
1337800,42.75,1,5
1338200,45.75,1,3
1338600,44.5,1,2
1339000,41.0,1,1
1339400,43.0,3,0
1339800,39.75,1,1
1340200,32.0,4,0
1340600,45.5,2,2
1341000,41.5,1,1
1341400,39.0,6,2
1341800,38.5,4,2
1342200,40.0,1,0
1342600,40.0,2,3
1343000,39.25,3,0
1343400,39.25,5,1
1343800,39.25,5,2
1344200,31.5,4,1
1344600,34.5,3,1
1345000,42.75,4,1
1345400,44.0,3,0
1345800,41.25,2,0
1346200,31.25,4,2
1346600,50.75,0,1
1347000,51.25,2,0
1347400,44.25,2,3
1347800,55.75,1,0
1348200,51.75,2,2
1348600,48.5,3,0
1349000,48.5,1,0
1349400,49.0,3,2
1349800,48.5,1,1
1350200,44.0,1,0
1350600,55.0,0,1
1351000,52.5,2,3
1351400,52.25,1,1
1351800,52.0,0,1
1352200,41.75,0,1
1352600,36.25,2,2
1353000,35.5,5,2
1353400,35.5,4,1
1353800,33.75,3,2
1354200,40.75,2,1
1354600,43.5,3,0
1355000,44.5,3,2
1355400,42.0,2,0
1355800,41.0,3,1
1356200,33.75,7,1
1356600,41.75,2,3
1357000,38.75,4,2
1357400,36.25,5,1
1357800,46.25,1,1
1358200,39.5,2,1
1358600,39.0,5,0
1359000,35.75,2,4
1359400,36.5,3,1
1359800,38.5,0,1
1360200,35.0,2,0
1360600,39.0,1,2
1361000,42.0,5,2
1361400,36.0,5,1
1361800,42.5,2,2
1362200,42.5,2,2
1362600,45.25,2,4
1363000,37.0,4,1
1363400,26.0,4,0
1363800,30.25,6,1
1364200,36.25,5,0
1364600,31.0,6,1
1365000,38.0,4,2
1365400,36.75,1,2
1365800,40.75,1,2
1366200,35.5,5,0
1366600,36.0,4,0
1367000,33.5,2,1
1367400,35.25,3,2
1367800,37.25,5,2
1368200,34.0,3,1
1368600,30.5,4,0
1369000,29.75,7,0
1369400,44.25,4,2
1369800,42.5,2,0
1370200,44.25,2,4
1370600,41.0,4,1
1371000,40.25,3,3
1371400,44.0,0,2
1371800,34.25,5,1
1372200,38.0,0,0
1372600,37.25,2,0
1373000,39.75,2,1
1373400,38.25,2,1
1373800,44.25,2,1
1374200,45.0,3,3
1374600,45.5,2,2
1375000,43.75,1,1
1375400,35.5,5,2
1375800,39.0,1,3
1376200,42.0,2,2
1376600,40.0,2,4
1377000,31.25,2,0
1377400,33.25,8,2
1377800,32.75,3,2
1378200,34.75,3,2
1378600,35.5,4,1
1379000,44.5,5,3
1379400,40.0,2,3
1379800,39.75,4,1
1380200,42.75,5,2
1380600,43.5,1,0
1381000,40.25,4,0
1381400,39.25,7,1
1381800,40.5,2,2
1382200,37.25,3,0
1382600,41.5,3,1
1383000,37.75,6,1
1383400,38.5,5,0
1383800,43.0,0,0
1384200,40.25,3,2
1384600,39.5,0,3
1385000,39.25,1,0
1385400,42.75,0,0
1385800,39.75,3,2
1386200,33.75,5,0
1386600,43.0,1,0
1387000,42.75,3,1
1387400,31.25,8,1
1387800,43.0,1,1
1388200,44.75,2,1
1388600,36.5,5,2
1389000,37.25,3,1
1389400,38.0,4,1
1389800,44.25,1,1
1390200,41.75,4,1
1390600,45.0,3,2
1391000,39.25,2,3
1391400,41.25,3,1
1391800,42.0,5,1
1392200,44.0,4,1
1392600,46.0,2,3
1393000,39.25,3,0
1393400,34.25,4,1
1393800,39.75,6,1
1394200,42.25,4,1
1394600,36.0,1,0
1395000,45.0,4,2
1395400,44.75,3,2
1395800,39.25,3,2
1396200,40.25,3,0
1396600,41.75,5,1
1397000,41.25,1,1
1397400,40.0,4,2
1397800,36.0,2,2
1398200,46.25,2,2
1398600,44.0,1,5
1399000,44.75,3,1
1399400,39.0,2,1
1399800,39.25,3,1
1400200,41.0,3,1
1400600,45.25,0,1
1401000,34.5,5,0
1401400,38.0,5,0
1401800,34.75,4,0
1402200,42.0,2,0
1402600,45.25,2,0
1403000,40.25,1,0
1403400,37.75,2,0
1403800,43.5,1,0
1404200,46.75,0,2
1404600,44.75,2,1
1405000,42.5,0,1
1405400,42.75,2,2
1405800,40.25,1,0
1406200,41.75,4,2
1406600,39.25,5,2
1407000,35.0,6,1
1407400,39.75,3,1
1407800,34.75,4,1
1408200,40.75,5,1
1408600,50.5,2,2
1409000,49.0,0,0
1409400,45.75,2,3
1409800,56.0,1,0
1410200,51.0,1,2
1410600,50.0,2,0
1411000,47.5,3,0
1411400,48.0,3,0
1411800,51.0,1,3
1412200,45.5,0,0
1412600,51.75,1,0
1413000,51.25,1,3
1413400,52.0,2,2
1413800,52.5,0,1
1414200,42.0,0,1
1414600,37.5,4,2
1415000,38.5,4,5
1415400,38.0,4,1
1415800,41.0,2,2
1416200,44.0,1,4
1416600,39.25,5,2
1417000,41.25,2,2
1417400,43.25,1,0
1417800,40.5,4,3
1418200,35.25,8,0
1418600,43.75,3,0
1419000,39.0,1,4
1419400,41.25,2,0
1419800,42.0,3,1
1420200,43.75,1,2
1420600,42.0,2,3
1421000,41.0,3,2
1421400,36.5,4,2
1421800,43.5,3,1
1422200,44.75,3,2
1422600,45.5,3,2
1423000,46.0,3,1
1423400,38.0,2,1
1423800,48.75,1,4
1424200,47.5,2,3
1424600,47.25,3,2
1425000,46.0,1,0
1425400,45.5,3,0
1425800,41.75,2,1
1426200,38.0,4,1
1426600,34.5,4,0
1427000,41.25,1,1
1427400,41.75,5,0
1427800,44.0,1,1
1428200,41.25,3,0
1428600,39.5,2,5
1429000,38.75,3,1
1429400,41.0,3,2
1429800,39.0,8,2
1430200,41.75,4,2
1430600,45.0,0,1
1431000,39.25,3,2
1431400,41.5,4,0
1431800,37.75,3,1
1432200,40.25,2,0
1432600,38.0,3,1
1433000,39.5,2,2
1433400,42.0,1,3
1433800,37.0,0,0
1434200,43.25,1,7
1434600,38.0,2,1
1435000,40.0,2,4
1435400,42.5,8,3
1435800,37.25,4,1
1436200,38.25,3,1
1436600,35.75,5,1
1437000,34.25,6,0
1437400,41.5,2,2
1437800,45.75,0,2
1438200,41.25,2,2
1438600,43.5,1,4
1439000,41.0,4,1
1439400,42.75,1,0
1439800,41.0,2,2
1440200,44.75,1,4
1440600,45.75,1,0
1441000,47.75,1,5
1441400,46.5,2,3
1441800,47.5,2,2
1442200,42.5,5,1
1442600,38.25,1,2
1443000,41.25,0,3
1443400,39.25,5,0
1443800,45.0,1,2
1444200,42.75,0,2
1444600,43.5,1,3
1445000,38.75,4,0
1445400,48.25,3,1
1445800,37.75,6,0
1446200,41.5,2,2
1446600,43.75,2,3
1447000,42.0,3,0
1447400,39.5,1,0
1447800,38.25,3,0
1448200,37.0,4,2
1448600,37.25,1,0
1449000,38.75,1,1
1449400,36.25,2,1
1449800,33.5,4,1
1450200,40.75,4,0
1450600,43.25,2,1
1451000,36.5,1,2
1451400,28.75,2,1
1451800,35.75,3,2
1452200,30.0,4,0
1452600,39.75,2,2
1453000,42.0,2,4
1453400,40.75,3,2
1453800,45.25,5,3
1454200,40.0,3,3
1454600,39.0,3,0
1455000,40.75,6,2
1455400,47.0,2,1
1455800,42.5,3,2
1456200,41.5,0,0
1456600,29.25,5,0
1457000,39.25,1,0
1457400,42.75,2,0
1457800,39.5,2,0
1458200,35.75,4,0
1458600,41.0,3,2
1459000,41.25,2,1
1459400,42.25,2,2
1459800,40.25,4,1
1460200,46.5,1,2
1460600,36.75,3,0
1461000,42.5,3,1
1461400,36.5,2,0
1461800,45.25,0,0
1462200,41.0,2,0
1462600,34.75,5,0
1463000,40.75,3,3
1463400,43.0,2,1
1463800,44.0,2,3
1464200,47.25,3,1
1464600,45.0,1,1
1465000,46.0,0,0
1465400,42.25,2,2
1465800,41.25,2,1
1466200,38.0,3,2
1466600,39.75,1,1
1467000,33.25,5,0
1467400,34.5,5,2
1467800,42.25,4,1
1468200,32.25,0,0
1468600,46.5,0,0
1469000,46.5,0,0
1469400,49.0,2,1
1469800,35.75,5,0
1470200,36.75,7,2
1470600,40.0,2,0
1471000,37.75,2,1
1471400,36.5,3,0
1471800,38.0,2,2
1472200,37.5,6,1
1472600,44.5,0,0
1473000,47.0,2,1
1473400,48.0,0,2
1473800,48.0,0,3
1474200,47.5,0,3
1474600,31.0,9,2
1475000,34.5,5,1
1475400,37.5,5,0
1475800,33.5,7,1
1476200,35.75,4,1
1476600,36.25,3,0
1477000,38.5,6,0
1477400,36.0,2,2
1477800,33.5,9,2
1478200,31.25,4,1
1478600,35.0,9,0
1479000,33.5,3,1
1479400,33.25,3,0
1479800,33.25,1,0
1480200,28.25,5,0
